"Date","Price","Open","High","Low","Vol.","Change %"
"03/02/2025","5,203.96","5,247.30","5,266.54","5,193.36","","-0.83%"
"02/23/2025","5,247.30","5,200.37","5,286.49","5,200.37","","0.90%"
"02/16/2025","5,200.37","5,201.48","5,237.92","5,182.55","","-0.02%"
"02/09/2025","5,201.48","5,179.18","5,211.69","5,160.22","","0.43%"
"02/02/2025","5,179.18","5,112.90","5,191.98","5,112.90","","1.30%"
"01/26/2025","5,112.90","5,132.39","5,148.58","5,110.56","","-1.04%"
"01/19/2025","5,166.53","5,195.83","5,195.83","5,195.83","","0.64%"
"01/12/2025","5,133.92","5,151.88","5,151.88","5,151.88","","-1.16%"
"01/05/2025","5,194.43","5,198.84","5,198.84","5,198.84","","-0.10%"
"12/29/2024","5,199.62","5,216.44","5,216.44","5,216.44","","0.29%"
"12/22/2024","5,184.45","5,170.79","5,170.79","5,170.79","","-0.71%"
"12/15/2024","5,221.57","5,224.58","5,224.58","5,224.58","","2.27%"
"12/08/2024","5,105.43","5,166.98","5,166.98","5,166.98","","-1.76%"
"12/01/2024","5,196.82","5,201.94","5,201.94","5,201.94","","0.08%"
"11/24/2024","5,192.59","5,136.13","5,136.13","5,136.13","","-0.10%"
"11/17/2024","5,197.58","5,300.07","5,300.07","5,300.07","","-2.95%"
"11/10/2024","5,355.33","5,333.42","5,333.42","5,333.42","","0.73%"
"11/03/2024","5,316.33","5,252.50","5,252.50","5,252.50","","2.25%"
"10/27/2024","5,199.40","4,898.53","4,898.53","4,898.53","","1.66%"
"10/20/2024","5,114.60","5,173.11","5,173.11","5,173.11","","-2.73%"
"10/13/2024","5,257.98","5,373.54","5,373.54","5,373.54","","-3.03%"
"10/06/2024","5,422.06","5,335.06","5,335.06","5,335.06","","-0.74%"
"09/29/2024","5,462.58","5,624.50","5,624.50","5,624.50","","-3.13%"
"09/22/2024","5,639.13","5,760.39","5,760.39","5,760.39","","-1.68%"
"09/15/2024","5,735.27","5,681.60","5,681.60","5,681.60","","0.15%"
"09/08/2024","5,726.52","5,629.54","5,629.54","5,629.54","","-0.04%"
"09/01/2024","5,728.65","5,803.71","5,803.71","5,803.71","","-1.31%"
"08/25/2024","5,804.42","5,700.59","5,700.59","5,700.59","","1.83%"
"08/18/2024","5,699.92","5,775.49","5,775.49","5,775.49","","-3.45%"
"08/11/2024","5,903.84","5,932.28","5,932.28","5,932.28","","-0.35%"
"08/04/2024","5,924.81","5,426.42","5,426.42","5,426.42","","11.08%"
"07/28/2024","5,333.94","5,330.24","5,330.24","5,330.24","","-1.47%"
"07/21/2024","5,413.65","5,350.83","5,350.83","5,350.83","","-0.60%"
"07/14/2024","5,446.50","5,484.97","5,484.97","5,484.97","","-1.09%"
"07/07/2024","5,506.78","5,564.63","5,564.63","5,564.63","","0.17%"
"06/30/2024","5,497.56","5,340.19","5,340.19","5,340.19","","2.65%"
"06/23/2024","5,355.41","5,220.19","5,220.19","5,220.19","","2.12%"
"06/16/2024","5,244.13","5,161.38","5,161.38","5,161.38","","2.47%"
"06/09/2024","5,117.81","5,105.89","5,105.89","5,105.89","","-2.28%"
"06/02/2024","5,237.32","5,235.63","5,235.63","5,235.63","","-0.28%"
"05/26/2024","5,251.96","5,310.52","5,310.52","5,310.52","","-1.14%"
"05/19/2024","5,312.40","5,371.10","5,371.10","5,371.10","","-3.72%"
"05/12/2024","5,517.42","5,585.62","5,585.62","5,585.62","","-2.54%"
"05/05/2024","5,661.05","5,661.05","5,661.05","5,661.05","","0.81%"
"04/28/2024","5,615.65","5,569.69","5,569.69","5,569.69","","1.76%"
"04/21/2024","5,518.48","5,674.87","5,674.87","5,674.87","","-2.96%"
"04/14/2024","5,686.69","5,778.77","5,778.77","5,778.77","","-3.03%"
"04/07/2024","5,864.09","5,860.23","5,860.23","5,860.23","","1.17%"
"03/31/2024","5,796.12","5,761.38","5,761.38","5,761.38","","0.31%"
"03/24/2024","5,778.33","5,834.39","5,834.39","5,834.39","","-2.75%"
"03/17/2024","5,941.66","5,898.24","5,898.24","5,898.24","","-0.44%"
"03/10/2024","5,968.04","6,058.39","6,058.39","6,058.39","","-2.37%"
"03/03/2024","6,112.76","6,175.25","6,175.25","6,175.25","","-2.27%"
"02/25/2024","6,254.54","6,272.73","6,272.73","6,272.73","","-0.31%"
"02/18/2024","6,273.96","6,258.98","6,258.98","6,258.98","","-0.98%"
"02/11/2024","6,336.25","6,424.93","6,424.93","6,424.93","","-0.58%"
"02/04/2024","6,373.35","6,322.60","6,322.60","6,322.60","","2.56%"
"01/28/2024","6,213.99","6,097.23","6,097.23","6,097.23","","0.94%"
"01/21/2024","6,156.41","6,254.31","6,254.31","6,254.31","","-2.85%"
"01/14/2024","6,336.76","6,318.08","6,318.08","6,318.08","","0.56%"
"01/07/2024","6,301.70","6,269.51","6,269.51","6,269.51","","0.92%"
"12/31/2023","6,244.17","6,242.87","6,242.87","6,242.87","","-0.04%"
"12/24/2023","6,246.50","6,245.24","6,245.24","6,245.24","","-0.04%"
"12/17/2023","6,249.29","6,251.17","6,251.17","6,251.17","","-0.28%"
"12/10/2023","6,266.85","6,264.35","6,264.35","6,264.35","","0.23%"
"12/03/2023","6,252.56","6,244.40","6,244.40","6,244.40","","0.47%"
"11/26/2023","6,223.03","6,209.44","6,209.44","6,209.44","","-0.17%"
"11/19/2023","6,233.71","6,221.73","6,221.73","6,221.73","","-0.37%"
"11/12/2023","6,257.15","6,245.81","6,245.81","6,245.81","","-0.23%"
"11/05/2023","6,271.84","6,277.63","6,277.63","6,277.63","","0.06%"
"10/29/2023","6,267.90","6,278.66","6,278.66","6,278.66","","-0.13%"
"10/22/2023","6,275.83","6,282.48","6,282.48","6,282.48","","-0.21%"
"10/15/2023","6,289.01","6,265.16","6,265.16","6,265.16","","0.31%"
"10/08/2023","6,269.35","6,229.61","6,229.61","6,229.61","","0.12%"
"10/01/2023","6,261.72","6,272.94","6,272.94","6,272.94","","-0.36%"
"09/24/2023","6,284.63","6,282.78","6,282.78","6,282.78","","-0.40%"
"09/17/2023","6,309.75","6,310.98","6,310.98","6,310.98","","0.12%"
"09/10/2023","6,302.03","6,283.86","6,283.86","6,283.86","","-0.08%"
"09/03/2023","6,307.08","6,307.82","6,307.82","6,307.82","","0.12%"
"08/27/2023","6,299.50","6,299.66","6,299.66","6,299.66","","0.31%"
"08/20/2023","6,280.09","6,291.83","6,291.83","6,291.83","","0.40%"
"08/13/2023","6,254.83","6,257.14","6,257.14","6,257.14","","-0.67%"
"08/06/2023","6,297.25","6,299.66","6,299.66","6,299.66","","-0.52%"
"07/30/2023","6,329.86","6,324.81","6,324.81","6,324.81","","-0.15%"
"07/23/2023","6,339.51","6,337.89","6,337.89","6,337.89","","-0.41%"
"07/16/2023","6,365.61","6,361.16","6,361.16","6,361.16","","0.39%"
"07/09/2023","6,341.10","6,325.20","6,325.20","6,325.20","","0.10%"
"07/02/2023","6,334.79","6,331.36","6,331.36","6,331.36","","-0.15%"
"06/25/2023","6,344.09","6,344.09","6,344.09","6,344.09","","0.39%"
"06/18/2023","6,319.25","6,314.14","6,314.14","6,314.14","","0.62%"
"06/11/2023","6,280.02","6,310.60","6,310.60","6,310.60","","-1.15%"
"06/04/2023","6,352.84","6,356.30","6,356.30","6,356.30","","-0.04%"
"05/28/2023","6,355.56","6,332.74","6,332.74","6,332.74","","0.47%"
"05/21/2023","6,325.73","6,281.65","6,281.65","6,281.65","","0.56%"
"05/14/2023","6,290.20","6,260.10","6,260.10","6,260.10","","0.28%"
"05/07/2023","6,272.43","6,261.63","6,261.63","6,261.63","","0.05%"
"04/30/2023","6,269.16","6,270.77","6,270.77","6,270.77","","-0.08%"
"04/23/2023","6,274.06","6,252.16","6,252.16","6,252.16","","0.73%"
"04/16/2023","6,228.65","6,223.06","6,223.06","6,223.06","","0.22%"
"04/09/2023","6,215.18","6,201.55","6,201.55","6,201.55","","0.02%"
"04/02/2023","6,214.20","6,213.45","6,213.45","6,213.45","","0.12%"
"03/26/2023","6,206.80","6,203.92","6,203.92","6,203.92","","-0.14%"
"03/19/2023","6,215.30","6,204.18","6,204.18","6,204.18","","-0.08%"
"03/12/2023","6,220.24","6,243.57","6,243.57","6,243.57","","-0.64%"
"03/05/2023","6,260.18","6,262.31","6,262.31","6,262.31","","0.75%"
"02/26/2023","6,213.74","6,214.69","6,214.69","6,214.69","","0.14%"
"02/19/2023","6,205.12","6,218.84","6,218.84","6,218.84","","-0.66%"
"02/12/2023","6,246.21","6,270.87","6,270.87","6,270.87","","-0.59%"
"02/05/2023","6,283.31","6,280.72","6,280.72","6,280.72","","-0.18%"
"01/29/2023","6,294.73","6,278.84","6,278.84","6,278.84","","-0.02%"
"01/22/2023","6,296.26","6,263.51","6,263.51","6,263.51","","0.49%"
"01/15/2023","6,265.44","6,246.07","6,246.07","6,246.07","","0.94%"
"01/08/2023","6,207.29","6,191.55","6,191.55","6,191.55","","0.22%"
"01/01/2023","6,193.96","6,177.88","6,177.88","6,177.88","","-0.21%"
"12/25/2022","6,206.81","6,189.70","6,189.70","6,189.70","","0.07%"
"12/18/2022","6,202.21","6,238.99","6,238.99","6,238.99","","-0.87%"
"12/11/2022","6,256.83","6,266.96","6,266.96","6,266.96","","0.47%"
"12/04/2022","6,227.82","6,212.55","6,212.55","6,212.55","","-0.28%"
"11/27/2022","6,245.38","6,197.94","6,197.94","6,197.94","","0.49%"
"11/20/2022","6,215.12","6,207.73","6,207.73","6,207.73","","-0.81%"
"11/13/2022","6,265.99","6,253.49","6,253.49","6,253.49","","-1.38%"
"11/06/2022","6,353.77","6,393.03","6,393.03","6,393.03","","-0.89%"
"10/30/2022","6,410.67","6,307.34","6,307.34","6,307.34","","0.51%"
"10/23/2022","6,378.00","6,311.38","6,311.38","6,311.38","","-0.22%"
"10/16/2022","6,392.30","6,413.02","6,413.02","6,413.02","","-1.57%"
"10/09/2022","6,494.25","6,449.63","6,449.63","6,449.63","","-1.15%"
"10/02/2022","6,569.51","6,518.35","6,518.35","6,518.35","","0.83%"
"09/25/2022","6,515.11","6,489.05","6,489.05","6,489.05","","-0.74%"
"09/18/2022","6,564.00","6,600.88","6,600.88","6,600.88","","0.75%"
"09/11/2022","6,515.01","6,528.31","6,528.31","6,528.31","","-0.69%"
"09/04/2022","6,560.02","6,431.35","6,431.35","6,431.35","","0.79%"
"08/28/2022","6,508.61","6,407.98","6,407.98","6,407.98","","2.42%"
"08/21/2022","6,355.07","6,300.14","6,300.14","6,300.14","","1.82%"
"08/14/2022","6,241.44","6,225.91","6,225.91","6,225.91","","1.51%"
"08/07/2022","6,148.77","6,258.95","6,258.95","6,258.95","","-2.59%"
"07/31/2022","6,312.25","6,300.11","6,300.11","6,300.11","","5.55%"
"07/24/2022","5,980.51","6,082.90","6,082.90","6,082.90","","-2.38%"
"07/17/2022","6,126.52","6,216.89","6,216.89","6,216.89","","-3.13%"
"07/10/2022","6,324.50","6,355.49","6,355.49","6,355.49","","-0.67%"
"07/03/2022","6,366.95","6,381.49","6,400.41","6,339.13","","-0.16%"
"06/26/2022","6,376.94","6,313.73","6,387.86","6,291.96","","0.78%"
"06/19/2022","6,327.65","6,432.77","6,460.64","6,299.23","","-1.53%"
